"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"16.08.2016 17:45 - 16.08.2016 18:00","58089","59732"
"16.08.2016 18:00 - 16.08.2016 18:15","57945","59451"
"16.08.2016 18:15 - 16.08.2016 18:30","57532","59119"
"16.08.2016 18:30 - 16.08.2016 18:45","57664","59073"
"16.08.2016 18:45 - 16.08.2016 19:00","57763","59064"
"16.08.2016 19:00 - 16.08.2016 19:15","57463","58870"
"16.08.2016 19:15 - 16.08.2016 19:30","56830","58576"
"16.08.2016 19:30 - 16.08.2016 19:45","56707","58216"
"16.08.2016 19:45 - 16.08.2016 20:00","56493","57659"
"16.08.2016 20:00 - 16.08.2016 20:15","55548","56717"
"16.08.2016 20:15 - 16.08.2016 20:30","54712","55920"
"16.08.2016 20:30 - 16.08.2016 20:45","54397","55659"
"16.08.2016 20:45 - 16.08.2016 21:00","54058","55759"
"16.08.2016 21:00 - 16.08.2016 21:15","53643","55933"
"16.08.2016 21:15 - 16.08.2016 21:30","53779","55654"
"16.08.2016 21:30 - 16.08.2016 21:45","53342","55062"
"16.08.2016 21:45 - 16.08.2016 22:00","52371","54210"
"16.08.2016 22:00 - 16.08.2016 22:15","51449","52902"
"16.08.2016 22:15 - 16.08.2016 22:30","50251","51724"
"16.08.2016 22:30 - 16.08.2016 22:45","48908","50467"
"16.08.2016 22:45 - 16.08.2016 23:00","47805","49460"
"16.08.2016 23:00 - 16.08.2016 23:15","46580","48493"
"16.08.2016 23:15 - 16.08.2016 23:30","45533","47505"
"16.08.2016 23:30 - 16.08.2016 23:45","44583","46598"
"16.08.2016 23:45 - 17.08.2016 00:00","43980","45943"
"17.08.2016 00:00 - 17.08.2016 00:15","43547","44875"
"17.08.2016 00:15 - 17.08.2016 00:30","42999","44228"
"17.08.2016 00:30 - 17.08.2016 00:45","42586","43886"
"17.08.2016 00:45 - 17.08.2016 01:00","42204","43361"
"17.08.2016 01:00 - 17.08.2016 01:15","41621","42775"
"17.08.2016 01:15 - 17.08.2016 01:30","41301","42281"
"17.08.2016 01:30 - 17.08.2016 01:45","40961","41919"
"17.08.2016 01:45 - 17.08.2016 02:00","40739","41719"
"17.08.2016 02:00 - 17.08.2016 02:15","40374","41232"
"17.08.2016 02:15 - 17.08.2016 02:30","40203","41185"
"17.08.2016 02:30 - 17.08.2016 02:45","40219","41084"
"17.08.2016 02:45 - 17.08.2016 03:00","40248","41161"
"17.08.2016 03:00 - 17.08.2016 03:15","40399","41227"
"17.08.2016 03:15 - 17.08.2016 03:30","40401","41289"
"17.08.2016 03:30 - 17.08.2016 03:45","40491","41187"
"17.08.2016 03:45 - 17.08.2016 04:00","40496","41401"
"17.08.2016 04:00 - 17.08.2016 04:15","40945","41953"
"17.08.2016 04:15 - 17.08.2016 04:30","41271","42088"
"17.08.2016 04:30 - 17.08.2016 04:45","41752","42467"
"17.08.2016 04:45 - 17.08.2016 05:00","42122","43013"
"17.08.2016 05:00 - 17.08.2016 05:15","43437","44060"
"17.08.2016 05:15 - 17.08.2016 05:30","44003","44910"
"17.08.2016 05:30 - 17.08.2016 05:45","45094","45938"
"17.08.2016 05:45 - 17.08.2016 06:00","46227","46985"
"17.08.2016 06:00 - 17.08.2016 06:15","48776","49384"
"17.08.2016 06:15 - 17.08.2016 06:30","50564","51019"
"17.08.2016 06:30 - 17.08.2016 06:45","52005","52437"
"17.08.2016 06:45 - 17.08.2016 07:00","53215","53808"
"17.08.2016 07:00 - 17.08.2016 07:15","54950","55648"
"17.08.2016 07:15 - 17.08.2016 07:30","55829","56764"
"17.08.2016 07:30 - 17.08.2016 07:45","56826","58103"
"17.08.2016 07:45 - 17.08.2016 08:00","57663","59195"
"17.08.2016 08:00 - 17.08.2016 08:15","58513","60214"
"17.08.2016 08:15 - 17.08.2016 08:30","59037","60813"
"17.08.2016 08:30 - 17.08.2016 08:45","59578","61405"
"17.08.2016 08:45 - 17.08.2016 09:00","59665","61871"
"17.08.2016 09:00 - 17.08.2016 09:15","59391","61961"
"17.08.2016 09:15 - 17.08.2016 09:30","60018","62087"
"17.08.2016 09:30 - 17.08.2016 09:45","60273","62785"
"17.08.2016 09:45 - 17.08.2016 10:00","60664","63535"
"17.08.2016 10:00 - 17.08.2016 10:15","60944","63736"
"17.08.2016 10:15 - 17.08.2016 10:30","61422","63859"
"17.08.2016 10:30 - 17.08.2016 10:45","61602","64037"
"17.08.2016 10:45 - 17.08.2016 11:00","62090","64505"
"17.08.2016 11:00 - 17.08.2016 11:15","62398","64910"
"17.08.2016 11:15 - 17.08.2016 11:30","62913","65328"
"17.08.2016 11:30 - 17.08.2016 11:45","63217","65530"
"17.08.2016 11:45 - 17.08.2016 12:00","62783","65979"
"17.08.2016 12:00 - 17.08.2016 12:15","62704","65469"
"17.08.2016 12:15 - 17.08.2016 12:30","62603","65134"
"17.08.2016 12:30 - 17.08.2016 12:45","62182","64924"
"17.08.2016 12:45 - 17.08.2016 13:00","62168","64408"
"17.08.2016 13:00 - 17.08.2016 13:15","61971","64362"
"17.08.2016 13:15 - 17.08.2016 13:30","61741","64135"
"17.08.2016 13:30 - 17.08.2016 13:45","60962","64270"
"17.08.2016 13:45 - 17.08.2016 14:00","60804","63755"
"17.08.2016 14:00 - 17.08.2016 14:15","60112","63279"
"17.08.2016 14:15 - 17.08.2016 14:30","60032","62861"
"17.08.2016 14:30 - 17.08.2016 14:45","59621","62770"
"17.08.2016 14:45 - 17.08.2016 15:00","59892","62609"
"17.08.2016 15:00 - 17.08.2016 15:15","59824","62203"
"17.08.2016 15:15 - 17.08.2016 15:30","59259","61882"
"17.08.2016 15:30 - 17.08.2016 15:45","58627","61453"
"17.08.2016 15:45 - 17.08.2016 16:00","58343","60976"
"17.08.2016 16:00 - 17.08.2016 16:15","57888","60868"
"17.08.2016 16:15 - 17.08.2016 16:30","58222","60602"
"17.08.2016 16:30 - 17.08.2016 16:45","57692","60094"
"17.08.2016 16:45 - 17.08.2016 17:00","57625","59911"
"17.08.2016 17:00 - 17.08.2016 17:15","57595","59692"
"17.08.2016 17:15 - 17.08.2016 17:30","57439","59503"
"17.08.2016 17:30 - 17.08.2016 17:45","57680","59393"
"17.08.2016 17:45 - 17.08.2016 18:00","57773","59383"
"17.08.2016 18:00 - 17.08.2016 18:15","57653","59098"
"17.08.2016 18:15 - 17.08.2016 18:30","57426","58952"
"17.08.2016 18:30 - 17.08.2016 18:45","57517","58840"
"17.08.2016 18:45 - 17.08.2016 19:00","57544","58909"
"17.08.2016 19:00 - 17.08.2016 19:15","57445","58884"
"17.08.2016 19:15 - 17.08.2016 19:30","57028","58458"
"17.08.2016 19:30 - 17.08.2016 19:45","56771","58027"
"17.08.2016 19:45 - 17.08.2016 20:00","56464","57866"
"17.08.2016 20:00 - 17.08.2016 20:15","55497","57064"
"17.08.2016 20:15 - 17.08.2016 20:30","54902","56174"
"17.08.2016 20:30 - 17.08.2016 20:45","54293","55895"
"17.08.2016 20:45 - 17.08.2016 21:00","54220","56311"
"17.08.2016 21:00 - 17.08.2016 21:15","53928","56353"
"17.08.2016 21:15 - 17.08.2016 21:30","53884","56063"
"17.08.2016 21:30 - 17.08.2016 21:45","53324","55243"
"17.08.2016 21:45 - 17.08.2016 22:00","52586","54058"
"17.08.2016 22:00 - 17.08.2016 22:15","51727","53050"
"17.08.2016 22:15 - 17.08.2016 22:30","50684","51998"
"17.08.2016 22:30 - 17.08.2016 22:45","49467","50908"
"17.08.2016 22:45 - 17.08.2016 23:00","48263","49818"
"17.08.2016 23:00 - 17.08.2016 23:15","46807","48550"
"17.08.2016 23:15 - 17.08.2016 23:30","45800","47643"
"17.08.2016 23:30 - 17.08.2016 23:45","44900","46969"
"17.08.2016 23:45 - 18.08.2016 00:00","44272","46063"
"18.08.2016 00:00 - 18.08.2016 00:15","43649","45215"
"18.08.2016 00:15 - 18.08.2016 00:30","43046","44505"
"18.08.2016 00:30 - 18.08.2016 00:45","42660","44008"
"18.08.2016 00:45 - 18.08.2016 01:00","42257","43616"
"18.08.2016 01:00 - 18.08.2016 01:15","41782","43094"
"18.08.2016 01:15 - 18.08.2016 01:30","41290","42808"
"18.08.2016 01:30 - 18.08.2016 01:45","41075","42629"
"18.08.2016 01:45 - 18.08.2016 02:00","40793","42254"
"18.08.2016 02:00 - 18.08.2016 02:15","40427","41907"
"18.08.2016 02:15 - 18.08.2016 02:30","40370","41513"
"18.08.2016 02:30 - 18.08.2016 02:45","40335","41259"
"18.08.2016 02:45 - 18.08.2016 03:00","40477","41382"
"18.08.2016 03:00 - 18.08.2016 03:15","40569","41597"
"18.08.2016 03:15 - 18.08.2016 03:30","40581","41723"
"18.08.2016 03:30 - 18.08.2016 03:45","40669","41876"
"18.08.2016 03:45 - 18.08.2016 04:00","40568","42068"
"18.08.2016 04:00 - 18.08.2016 04:15","41005","41985"
"18.08.2016 04:15 - 18.08.2016 04:30","41314","42449"
"18.08.2016 04:30 - 18.08.2016 04:45","41696","42829"
"18.08.2016 04:45 - 18.08.2016 05:00","42132","43627"
"18.08.2016 05:00 - 18.08.2016 05:15","43373","44838"
"18.08.2016 05:15 - 18.08.2016 05:30","44043","45508"
"18.08.2016 05:30 - 18.08.2016 05:45","45134","46523"
"18.08.2016 05:45 - 18.08.2016 06:00","46248","47781"
"18.08.2016 06:00 - 18.08.2016 06:15","48913","50353"
"18.08.2016 06:15 - 18.08.2016 06:30","50672","51945"
"18.08.2016 06:30 - 18.08.2016 06:45","52235","53071"
"18.08.2016 06:45 - 18.08.2016 07:00","53475","54576"
"18.08.2016 07:00 - 18.08.2016 07:15","55260","56205"
"18.08.2016 07:15 - 18.08.2016 07:30","56107","57468"
"18.08.2016 07:30 - 18.08.2016 07:45","57137","58505"
"18.08.2016 07:45 - 18.08.2016 08:00","57992","59520"
"18.08.2016 08:00 - 18.08.2016 08:15","58815","60593"
"18.08.2016 08:15 - 18.08.2016 08:30","59200","61014"
"18.08.2016 08:30 - 18.08.2016 08:45","59540","61622"
"18.08.2016 08:45 - 18.08.2016 09:00","59703","62002"
"18.08.2016 09:00 - 18.08.2016 09:15","59526","61879"
"18.08.2016 09:15 - 18.08.2016 09:30","60061","62523"
"18.08.2016 09:30 - 18.08.2016 09:45","60404","63159"
"18.08.2016 09:45 - 18.08.2016 10:00","60669","63515"
"18.08.2016 10:00 - 18.08.2016 10:15","61023","63907"
"18.08.2016 10:15 - 18.08.2016 10:30","61365","64144"
"18.08.2016 10:30 - 18.08.2016 10:45","61528","64546"
"18.08.2016 10:45 - 18.08.2016 11:00","61970","64813"
"18.08.2016 11:00 - 18.08.2016 11:15","62380","65318"
"18.08.2016 11:15 - 18.08.2016 11:30","62774","65935"
"18.08.2016 11:30 - 18.08.2016 11:45","63105","66370"
"18.08.2016 11:45 - 18.08.2016 12:00","62727","66858"
"18.08.2016 12:00 - 18.08.2016 12:15","62454","66035"
"18.08.2016 12:15 - 18.08.2016 12:30","62116","65588"
"18.08.2016 12:30 - 18.08.2016 12:45","61869","65474"
"18.08.2016 12:45 - 18.08.2016 13:00","61796","65652"
"18.08.2016 13:00 - 18.08.2016 13:15","61534","65337"
"18.08.2016 13:15 - 18.08.2016 13:30","61493","64950"
"18.08.2016 13:30 - 18.08.2016 13:45","60827","64663"
"18.08.2016 13:45 - 18.08.2016 14:00","60339","64102"
"18.08.2016 14:00 - 18.08.2016 14:15","60046","64166"
"18.08.2016 14:15 - 18.08.2016 14:30","59771","63681"
"18.08.2016 14:30 - 18.08.2016 14:45","59382","63510"
"18.08.2016 14:45 - 18.08.2016 15:00","59663","63287"
"18.08.2016 15:00 - 18.08.2016 15:15","59657","62917"
"18.08.2016 15:15 - 18.08.2016 15:30","59023","62714"
"18.08.2016 15:30 - 18.08.2016 15:45","58409","62108"
"18.08.2016 15:45 - 18.08.2016 16:00","58130","61635"
"18.08.2016 16:00 - 18.08.2016 16:15","57728","61446"
"18.08.2016 16:15 - 18.08.2016 16:30","57908","61004"
"18.08.2016 16:30 - 18.08.2016 16:45","57789","60640"
"18.08.2016 16:45 - 18.08.2016 17:00","57461","60494"
"18.08.2016 17:00 - 18.08.2016 17:15","57182","60518"
"18.08.2016 17:15 - 18.08.2016 17:30","57346","60203"
"18.08.2016 17:30 - 18.08.2016 17:45","57553","60214"
"18.08.2016 17:45 - 18.08.2016 18:00","57441","60040"
"18.08.2016 18:00 - 18.08.2016 18:15","57128","59755"
"18.08.2016 18:15 - 18.08.2016 18:30","56877","59473"
"18.08.2016 18:30 - 18.08.2016 18:45","57100","59722"
"18.08.2016 18:45 - 18.08.2016 19:00","57246","59558"
"18.08.2016 19:00 - 18.08.2016 19:15","57278","59477"
"18.08.2016 19:15 - 18.08.2016 19:30","56805","59074"
"18.08.2016 19:30 - 18.08.2016 19:45","56585","58844"
"18.08.2016 19:45 - 18.08.2016 20:00","56243","58306"
"18.08.2016 20:00 - 18.08.2016 20:15","55766","57386"
"18.08.2016 20:15 - 18.08.2016 20:30","55030","56934"
"18.08.2016 20:30 - 18.08.2016 20:45","54428","56791"
"18.08.2016 20:45 - 18.08.2016 21:00","54315","56702"
"18.08.2016 21:00 - 18.08.2016 21:15","53883","56891"
"18.08.2016 21:15 - 18.08.2016 21:30","53578","56342"
"18.08.2016 21:30 - 18.08.2016 21:45","52911","55311"
"18.08.2016 21:45 - 18.08.2016 22:00","52308","54262"
"18.08.2016 22:00 - 18.08.2016 22:15","51400","53454"
"18.08.2016 22:15 - 18.08.2016 22:30","50445","52121"
"18.08.2016 22:30 - 18.08.2016 22:45","49285","51028"
"18.08.2016 22:45 - 18.08.2016 23:00","48020","50062"
"18.08.2016 23:00 - 18.08.2016 23:15","46755","48782"
"18.08.2016 23:15 - 18.08.2016 23:30","45839","47782"
"18.08.2016 23:30 - 18.08.2016 23:45","44964","46989"
"18.08.2016 23:45 - 19.08.2016 00:00","44361","46264"
"19.08.2016 00:00 - 19.08.2016 00:15","43635","45174"
"19.08.2016 00:15 - 19.08.2016 00:30","43074","44394"
"19.08.2016 00:30 - 19.08.2016 00:45","42618","43966"
"19.08.2016 00:45 - 19.08.2016 01:00","42063","43544"
"19.08.2016 01:00 - 19.08.2016 01:15","41606","43255"
"19.08.2016 01:15 - 19.08.2016 01:30","41111","42842"
"19.08.2016 01:30 - 19.08.2016 01:45","40885","42661"
"19.08.2016 01:45 - 19.08.2016 02:00","40595","42365"
"19.08.2016 02:00 - 19.08.2016 02:15","40281","41854"
"19.08.2016 02:15 - 19.08.2016 02:30","40090","41704"
"19.08.2016 02:30 - 19.08.2016 02:45","40054","41721"
"19.08.2016 02:45 - 19.08.2016 03:00","40115","41795"
"19.08.2016 03:00 - 19.08.2016 03:15","40264","41825"
"19.08.2016 03:15 - 19.08.2016 03:30","40245","41871"
"19.08.2016 03:30 - 19.08.2016 03:45","40358","42114"
"19.08.2016 03:45 - 19.08.2016 04:00","40312","41962"
"19.08.2016 04:00 - 19.08.2016 04:15","40754","42193"
"19.08.2016 04:15 - 19.08.2016 04:30","40976","42734"
"19.08.2016 04:30 - 19.08.2016 04:45","41409","42975"
"19.08.2016 04:45 - 19.08.2016 05:00","41834","43607"
"19.08.2016 05:00 - 19.08.2016 05:15","43047","44589"
"19.08.2016 05:15 - 19.08.2016 05:30","43677","45616"
"19.08.2016 05:30 - 19.08.2016 05:45","44738","46542"
"19.08.2016 05:45 - 19.08.2016 06:00","45905","47761"
"19.08.2016 06:00 - 19.08.2016 06:15","48468","50350"
"19.08.2016 06:15 - 19.08.2016 06:30","50206","51748"
"19.08.2016 06:30 - 19.08.2016 06:45","51669","53106"
"19.08.2016 06:45 - 19.08.2016 07:00","53008","54520"
"19.08.2016 07:00 - 19.08.2016 07:15","54552","56182"
"19.08.2016 07:15 - 19.08.2016 07:30","55631","57454"
"19.08.2016 07:30 - 19.08.2016 07:45","56757","58535"
"19.08.2016 07:45 - 19.08.2016 08:00","57701","59559"
"19.08.2016 08:00 - 19.08.2016 08:15","58569","60540"
"19.08.2016 08:15 - 19.08.2016 08:30","59184","61197"
"19.08.2016 08:30 - 19.08.2016 08:45","59535","61757"
"19.08.2016 08:45 - 19.08.2016 09:00","59704","61920"
"19.08.2016 09:00 - 19.08.2016 09:15","59642","61960"
"19.08.2016 09:15 - 19.08.2016 09:30","60087","62573"
"19.08.2016 09:30 - 19.08.2016 09:45","60309","63195"
"19.08.2016 09:45 - 19.08.2016 10:00","60585","63776"
"19.08.2016 10:00 - 19.08.2016 10:15","61033","64169"
"19.08.2016 10:15 - 19.08.2016 10:30","61282","64154"
"19.08.2016 10:30 - 19.08.2016 10:45","61549","64456"
"19.08.2016 10:45 - 19.08.2016 11:00","61903","64904"
"19.08.2016 11:00 - 19.08.2016 11:15","62117","64967"
"19.08.2016 11:15 - 19.08.2016 11:30","62647","65392"
"19.08.2016 11:30 - 19.08.2016 11:45","62750","65378"
"19.08.2016 11:45 - 19.08.2016 12:00","62411","65414"
"19.08.2016 12:00 - 19.08.2016 12:15","62224","64765"
"19.08.2016 12:15 - 19.08.2016 12:30","61926","64681"
"19.08.2016 12:30 - 19.08.2016 12:45","61441","64563"
"19.08.2016 12:45 - 19.08.2016 13:00","61320","64391"
"19.08.2016 13:00 - 19.08.2016 13:15","60821","64142"
"19.08.2016 13:15 - 19.08.2016 13:30","60488","63741"
"19.08.2016 13:30 - 19.08.2016 13:45","59756","63051"
"19.08.2016 13:45 - 19.08.2016 14:00","59524","62549"
"19.08.2016 14:00 - 19.08.2016 14:15","58933","62334"
"19.08.2016 14:15 - 19.08.2016 14:30","58634","61815"
"19.08.2016 14:30 - 19.08.2016 14:45","58193","61325"
"19.08.2016 14:45 - 19.08.2016 15:00","58684","61483"
"19.08.2016 15:00 - 19.08.2016 15:15","58637","60982"
"19.08.2016 15:15 - 19.08.2016 15:30","57838","60782"
"19.08.2016 15:30 - 19.08.2016 15:45","57552","60371"
"19.08.2016 15:45 - 19.08.2016 16:00","57182","59906"
"19.08.2016 16:00 - 19.08.2016 16:15","57097","59900"
"19.08.2016 16:15 - 19.08.2016 16:30","57228","59549"
"19.08.2016 16:30 - 19.08.2016 16:45","56988","59115"
"19.08.2016 16:45 - 19.08.2016 17:00","56565","58965"
"19.08.2016 17:00 - 19.08.2016 17:15","56451","58625"
"19.08.2016 17:15 - 19.08.2016 17:30","56377","58856"
"19.08.2016 17:30 - 19.08.2016 17:45","56556","58900"
"19.08.2016 17:45 - 19.08.2016 18:00","56440","58684"
"19.08.2016 18:00 - 19.08.2016 18:15","56305","58493"
"19.08.2016 18:15 - 19.08.2016 18:30","56039","58109"
"19.08.2016 18:30 - 19.08.2016 18:45","56237","58079"
"19.08.2016 18:45 - 19.08.2016 19:00","56132","58063"
"19.08.2016 19:00 - 19.08.2016 19:15","55992","57693"
"19.08.2016 19:15 - 19.08.2016 19:30","55702","57165"
"19.08.2016 19:30 - 19.08.2016 19:45","55342","56662"
"19.08.2016 19:45 - 19.08.2016 20:00","55034","56292"
"19.08.2016 20:00 - 19.08.2016 20:15","54511","55550"
"19.08.2016 20:15 - 19.08.2016 20:30","53793","54862"
"19.08.2016 20:30 - 19.08.2016 20:45","53135","54832"
"19.08.2016 20:45 - 19.08.2016 21:00","52902","54800"
"19.08.2016 21:00 - 19.08.2016 21:15","52371","54460"
"19.08.2016 21:15 - 19.08.2016 21:30","52260","53471"
"19.08.2016 21:30 - 19.08.2016 21:45","51704","52505"
"19.08.2016 21:45 - 19.08.2016 22:00","51121","51488"
"19.08.2016 22:00 - 19.08.2016 22:15","50309","50666"
"19.08.2016 22:15 - 19.08.2016 22:30","49379","49774"
"19.08.2016 22:30 - 19.08.2016 22:45","48444","49007"
"19.08.2016 22:45 - 19.08.2016 23:00","47277","47829"
"19.08.2016 23:00 - 19.08.2016 23:15","45999","46950"
"19.08.2016 23:15 - 19.08.2016 23:30","45032","46104"
"19.08.2016 23:30 - 19.08.2016 23:45","44313","45385"
"19.08.2016 23:45 - 20.08.2016 00:00","43607","44730"
"20.08.2016 00:00 - 20.08.2016 00:15","43201","44014"
"20.08.2016 00:15 - 20.08.2016 00:30","42520","43626"
"20.08.2016 00:30 - 20.08.2016 00:45","42105","42886"
"20.08.2016 00:45 - 20.08.2016 01:00","41551","42613"
"20.08.2016 01:00 - 20.08.2016 01:15","41016","41883"
"20.08.2016 01:15 - 20.08.2016 01:30","40455","41418"
"20.08.2016 01:30 - 20.08.2016 01:45","40118","41283"
"20.08.2016 01:45 - 20.08.2016 02:00","39847","40821"
"20.08.2016 02:00 - 20.08.2016 02:15","39361","40425"
"20.08.2016 02:15 - 20.08.2016 02:30","39164","40286"
"20.08.2016 02:30 - 20.08.2016 02:45","38983","40394"
"20.08.2016 02:45 - 20.08.2016 03:00","38910","40123"
"20.08.2016 03:00 - 20.08.2016 03:15","38920","40017"
"20.08.2016 03:15 - 20.08.2016 03:30","38811","39984"
"20.08.2016 03:30 - 20.08.2016 03:45","38824","39914"
"20.08.2016 03:45 - 20.08.2016 04:00","38667","39877"
"20.08.2016 04:00 - 20.08.2016 04:15","38816","40126"
"20.08.2016 04:15 - 20.08.2016 04:30","38798","40125"
"20.08.2016 04:30 - 20.08.2016 04:45","38813","40222"
"20.08.2016 04:45 - 20.08.2016 05:00","38867","40291"
"20.08.2016 05:00 - 20.08.2016 05:15","39411","40738"
"20.08.2016 05:15 - 20.08.2016 05:30","39441","40859"
"20.08.2016 05:30 - 20.08.2016 05:45","39580","41166"
"20.08.2016 05:45 - 20.08.2016 06:00","39593","41475"
"20.08.2016 06:00 - 20.08.2016 06:15","40152","41998"
"20.08.2016 06:15 - 20.08.2016 06:30","40685","42151"
"20.08.2016 06:30 - 20.08.2016 06:45","41132","42550"
"20.08.2016 06:45 - 20.08.2016 07:00","41552","42950"
"20.08.2016 07:00 - 20.08.2016 07:15","42350","43867"
"20.08.2016 07:15 - 20.08.2016 07:30","43337","44786"
"20.08.2016 07:30 - 20.08.2016 07:45","44789","45861"
"20.08.2016 07:45 - 20.08.2016 08:00","45874","46993"
"20.08.2016 08:00 - 20.08.2016 08:15","47184","48052"
"20.08.2016 08:15 - 20.08.2016 08:30","47805","48529"
"20.08.2016 08:30 - 20.08.2016 08:45","48899","49502"
"20.08.2016 08:45 - 20.08.2016 09:00","49693","50299"
"20.08.2016 09:00 - 20.08.2016 09:15","50437","51151"
"20.08.2016 09:15 - 20.08.2016 09:30","51346","51777"
"20.08.2016 09:30 - 20.08.2016 09:45","51738","52166"
"20.08.2016 09:45 - 20.08.2016 10:00","52277","52631"
"20.08.2016 10:00 - 20.08.2016 10:15","53085","52935"
"20.08.2016 10:15 - 20.08.2016 10:30","53299","53626"
"20.08.2016 10:30 - 20.08.2016 10:45","53562","54095"
"20.08.2016 10:45 - 20.08.2016 11:00","54078","54476"
"20.08.2016 11:00 - 20.08.2016 11:15","54511","54622"
"20.08.2016 11:15 - 20.08.2016 11:30","54824","55194"
"20.08.2016 11:30 - 20.08.2016 11:45","55123","55870"
"20.08.2016 11:45 - 20.08.2016 12:00","54647","55912"
"20.08.2016 12:00 - 20.08.2016 12:15","54753","55388"
"20.08.2016 12:15 - 20.08.2016 12:30","54200","55280"
"20.08.2016 12:30 - 20.08.2016 12:45","53439","55402"
"20.08.2016 12:45 - 20.08.2016 13:00","53409","55484"
"20.08.2016 13:00 - 20.08.2016 13:15","52141","54842"
"20.08.2016 13:15 - 20.08.2016 13:30","51943","54309"
"20.08.2016 13:30 - 20.08.2016 13:45","51477","53475"
"20.08.2016 13:45 - 20.08.2016 14:00","50776","52477"
"20.08.2016 14:00 - 20.08.2016 14:15","50612","52113"
"20.08.2016 14:15 - 20.08.2016 14:30","50064","51795"
"20.08.2016 14:30 - 20.08.2016 14:45","49512","51486"
"20.08.2016 14:45 - 20.08.2016 15:00","49901","50935"
"20.08.2016 15:00 - 20.08.2016 15:15","49700","50618"
"20.08.2016 15:15 - 20.08.2016 15:30","49301","50415"
"20.08.2016 15:30 - 20.08.2016 15:45","48855","50016"
"20.08.2016 15:45 - 20.08.2016 16:00","48748","49497"
"20.08.2016 16:00 - 20.08.2016 16:15","48412","49825"
"20.08.2016 16:15 - 20.08.2016 16:30","49197","49843"
"20.08.2016 16:30 - 20.08.2016 16:45","49009","49875"
"20.08.2016 16:45 - 20.08.2016 17:00","48854","49760"
"20.08.2016 17:00 - 20.08.2016 17:15","49104","50336"
"20.08.2016 17:15 - 20.08.2016 17:30","48979","50526"
"20.08.2016 17:30 - 20.08.2016 17:45","49456","50667"
"20.08.2016 17:45 - 20.08.2016 18:00","49585","50810"
"20.08.2016 18:00 - 20.08.2016 18:15","49555","50724"
"20.08.2016 18:15 - 20.08.2016 18:30","49613","50503"
"20.08.2016 18:30 - 20.08.2016 18:45","49703","50376"
"20.08.2016 18:45 - 20.08.2016 19:00","49558","50722"
"20.08.2016 19:00 - 20.08.2016 19:15","49547","50537"
"20.08.2016 19:15 - 20.08.2016 19:30","49302","49902"
"20.08.2016 19:30 - 20.08.2016 19:45","48822","49740"
"20.08.2016 19:45 - 20.08.2016 20:00","48258","49429"
"20.08.2016 20:00 - 20.08.2016 20:15","48007","48642"
"20.08.2016 20:15 - 20.08.2016 20:30","47606","47657"
"20.08.2016 20:30 - 20.08.2016 20:45","46578","47677"
"20.08.2016 20:45 - 20.08.2016 21:00","46805","47353"
"20.08.2016 21:00 - 20.08.2016 21:15","46415","47474"
"20.08.2016 21:15 - 20.08.2016 21:30","46403","47429"
